title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
After Love,Roger Reeves,"Dec 25, 2015",http://poetry.lib.uidaho.edu/index.php/roger-reeves/after-love/,negative,-0.302027,0.121651,0.116183,0.499365,0.154,0.540201,mule slips; soft tongue; harvest wagon; ghost ride; three-legged foal; n’t sting; Indian summer; corn; honey; collarbone; pews; husk; hive; comb; fog; gossip; row; barn; suicide; stream; wind; hollow; house; time
Albert Einstein,Matthew Zapruder,"Apr 2, 2016",http://poetry.lib.uidaho.edu/index.php/poems/albert-einstein/,negative,-0.116425,0.084475,0.066913,0.060149,0.427,0.381134,small red saucepan; sip false peace; tired children; worldly nature; gray book; beautiful guesses; cook eggs; eternal leaves; light speed; radio sunlight; plastic plant; news concerning; cool summer; southern coast; old determinist; people; comforts; confusing; arrows; electrons; decades; relativity; clocks; sails; towers; father; harness; powers; morning; diagrams; bed; train; play; songs; window
It Is Tuesday,Matthew Zapruder,"Dec 27, 2015",http://poetry.lib.uidaho.edu/index.php/poems/it-is-tuesday/,positive,0.00621483,0.085674,0.262991,0.15662,0.029,0.561629,mushroom soup; plastic beads; ancient reasons; forgot; paperback; afternoon; closets; 70s; rain; hear; doors; coffee; traffic; parents
Poem for Happiness,Matthew Zapruder,"Feb 1, 2016",http://poetry.lib.uidaho.edu/index.php/poems/poem-for-happiness/,negative,-0.224495,0.1726,0.025167,0.107898,0.385,0.31457,old paint cans; little brown body; long sunny avenue; loud water feature; dead spider; dishwashing gloves; primal reasons; nice way; yellow Kawasaki; beautiful candles; concrete ledge; green bin; pink umbrella; different direction; piece; paper; windowsill; wind; city; partway; doorway; wicks
Poem for Wine,Matthew Zapruder,"Jan 20, 2016",http://poetry.lib.uidaho.edu/index.php/poems/poem-for-wine/,negative,-0.0380412,0.078443,0.030216,0.107652,0.440,0.306154,anxious button; giant translucent; hilarity vector; excited licking; n’t drink; conversation clusters; pure wise; horrible corners; true ecstasy; analog porn; inevitable magazine; energy presence; hot person; feeling; chest; couch; Peru; wine; rabbit
Poem without Intimacy,Matthew Zapruder,"Mar 18, 2016",http://poetry.lib.uidaho.edu/index.php/poems/poem-without-intimacy/,negative,-0.103955,0.320606,0.222753,0.110164,0.021,0.426392,brightly lit stores; hopeful nonprofit mitigations; sunlit glass conversations; Quicksilver Messenger Service; plastic water bottle; massive empty cart; giant failure; blue rectangle; familiar song; high school; tiny devices; future products; entire row; plastic flowers; sentinels; thinking; skyscrapers; ailments; teeth; sleep; flashlights; loudspeaker; cereal; runway; sort; space; Amazon; dream; lyrics; kind; people; vegetable; world; grass; commerce
What Can Poetry Do,Matthew Zapruder,"Apr 27, 2016",http://poetry.lib.uidaho.edu/index.php/poems/what-can-poetry-do/,negative,-0.261016,0.703035,0.548851,0.50208,0.162,0.482718,capital city; familiar home planet; capital city Carthage; clear terrible air; Tunisia; embassy walls; Africa people; occasional battles; desert silence; umbilical blood; space movie; great violence; certain spells; burning structure; new mothers; black column; worry; Romans; portals; elections; particles; news; time; words; moment; poison; forests; mind; room; man; ropes; witch; revolution; trees; painting; rising; line; children; middle; men; forest; color
Your Eyes Are the Color of a Lightbulb Floating in the Potomac River,Matthew Zapruder,"Jan 23, 2016",http://poetry.lib.uidaho.edu/index.php/poems/your-eyes-are-the-color-of-a-lightbulb-floating-in-the-potomac-river/,negative,-0.298044,0.635974,0.075116,0.062078,0.024,0.216528,matter paper money; soft white light; little whiter; stove top coffeemaker; invisible particles; Moonlight Sonata; untouchable orange; tiny bonfire; glass bulb; lightbulb; electrons; air; NAFTA; goodbye; petals
Above Love (excerpt),Michael Dickman,"Dec 23, 2015",http://poetry.lib.uidaho.edu/index.php/poems/above-love-excerpt/,positive,0.165466,0.081913,0.054686,0.61929,0.120,0.155479,new skins; red foam; glass; teeth; Glass skins; new glass; cherries; stem; blossoms; bodies; shore; fall
Emily Dickinson to the Rescue (excerpt),Michael Dickman,"Feb 3, 2016",http://poetry.lib.uidaho.edu/index.php/poems/emily-dickinson-to-the-rescue-excerpt/,positive,0.0543902,0.010398,0.022445,0.020326,0.240,0.726785,Cancer House Fires; Emily Dickinson; gentle work; Brain Death; pines; world; somebody; masterpiece; bread; Heaven; rescue; America
False Start (excerpt),Michael Dickman,"May 3, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/false-start-excerpt/,negative,-0.0770045,0.062486,0.239205,0.085298,0.151,0.421549,good job; long time; good job Mom; little red wagon; light-years; new kitchen; loneliness; little song; father trains; pine tree; Beach glass; wings; end; color; eyelids; brains; flies; floor; fingertips; overworld; nerves; mansions
The New Green,Michael Dickman,"Apr 16, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/the-new-green/,negative,-0.0572142,0.115958,0.012974,0.065129,0.651,0.145818,green needles; nbsp; red Sharpie; green nightlights; dead brother; matches; pine trees; brain; pines; pillow; branches; home; hallway; Embers; blessing; bedroom; tucks; forest; morning; pitch; house; teeth; mattress; note; mother
The Sea (excerpt),Michael Dickman,"Apr 25, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/the-sea-excerpt/,negative,-0.238419,0.49152,0.426049,0.033673,0.027,0.102253,watery light people; cigarette ash; stupid bodies; forehead; sea; kisses; arriving; sink; breakers; mother; memory; floor; kitchen; foghorns; names
My Autopsy (excerpt),Michael Dickman,"Mar 1, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/my-autopsy-excerpt/,positive,0.155534,0.067617,0.251621,0.474965,0.085,0.177809,shiny black slacks; invisible Japanese poems; invisible floating universe; chicken carbonara; sequined helix; white tables; unfiltered Shepheard; paper boats; Hotel cigarettes; green box; nbsp; way; Breathe; smoke; waitress; stomachs; waiter; loaves; veal; olives; napkins; forks; lungs; cinnamon; teeth; kisses; sunlight; knives; worms; bread; Particles; water; night; dark; earth; dust
My Father Full of Light,Michael Dickman,"Apr 19, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/my-father-full-of-light/,negative,-0.134483,0.338168,0.080486,0.137643,0.353,0.106836,Coconut cream pies; screen door; lightning blotches; water glasses; bright windows; wristwatch; shit; beets; diamond; residue; waiter; moths; blizzard; feeling; Feathers; smoke; autumn; moment; rings; wings; Hands; Flies; face; father; board; blood; God; heaven; register; skin; ground; colors
Nervous System (excerpt),Michael Dickman,"Feb 15, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/nervous-system-excerpt/,positive,0.256215,0.080849,0.100555,0.269424,0.142,0.502036,surgical instruments; sunlight; windowsill; deaths; bag; childhood; voices; friends
Wang Wei (excerpt),Michael Dickman,"Mar 6, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/wang-wei-excerpt/,negative,-0.141933,0.03757,0.055781,0.786801,0.004,0.222066,New Cities; spiders; burn; oceans; dirt; sky
We Did Not Make Ourselves (excerpt),Michael Dickman,"Feb 12, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/we-did-not-make-ourselves-excerpt/,negative,-0.262969,0.062461,0.029601,0.042946,0.279,0.60578,broad daylight; world; morning; brain; relief; brainlight; fly; body; Dogs; Trees
Apotheosis of Kiss,Natalie Diaz,"May 5, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/apotheosis-of-kiss/,negative,-0.281851,0.085127,0.185736,0.157125,0.511,0.479937,bare brown toes; candle wax; white votives; body ablaze; open mouths; red glass; Pale silk; bright robes; candles flickered—; small gasps; double door; Sunday hats; collection baskets; broken tambourines—; Virgen; Charismatics; aisles; fingers; tapers; Heretics; lip; fever; Rapture; poverty; foot; gown—; church—
Cloud Watching,Natalie Diaz,"Feb 7, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/cloud-watching/,negative,-0.127278,0.388642,0.149235,0.454217,0.183,0.513218,light lab-coat pyres; Rip Van Winkle; Betsy Ross; two-man band; corned beef—; hot stars; Mr. Washington; bullet holes; Blue gourds; coral necklace; white cans; dark our hands; backup vocals; black eyes; god cages—; grandfather’s flutes; unkissable lips—; HUD houses; Martha Washington; Abraham Lincoln; dark museum; beautiful dresses; bag ghosts; wisdom teeth; Robin Hood; bone lullabies—; half-breed babies; Gatling; bellies; riverbanks; Grandmothers; meth; Hotchkiss; suitcases; ribs; cavities; guts; hum; legs; cavalry; memoriam; horses; hunger; bedspread—; mention; harp; dentists; dog; love; birth
"I Lean Out the Window and She Nods Off in Bed, the Needle Gently Rocking on the Bedside Table",Natalie Diaz,"Nov 30, 2015",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/i-lean-out-the-window-and-she-nods-off-in-bed-the-needle-gently-rocking-on-the-bedside-table/,negative,-0.151893,0.11361,0.208162,0.388203,0.267,0.522845,fat red nasturtium; swollen palms; limestone grotto; pale limb; flophouse prayers—; inner elbow; bright tree; sour milk; color orange; gentle rocking; small stream; charcoal bowl; gypsy nun; Saint Teresa; bell-hipped women; slow drip; yellow-white thorn; jade smoke; unfilled basket; bonfires; halves; eddies; Lorca; avocados; bruises; locusts; heretics; navel; figs; Prussian; Horus; Valencia; scent; absence; ecstasy; Nero; taffeta; spoon; banquets; skin; orchard; mouth; autumn; times; clavicle—; bicep; ribbon; candle; Appia; hands
I Watch Her Eat the Apple,Natalie Diaz,"Dec 21, 2015",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/i-watch-her-eat-the-apple/,negative,-0.193771,0.46658,0.49065,0.098632,0.213,0.514621,red bird; apple; small red merry-go-round; white oval sticker; wet white ribs; red bird sings; left hand; apple pulses; Red Delicious; right hand; sweet scrape; red wing; apple bone—; blue world; branch breaking; broken bell; red skin
Monday Aubade,Natalie Diaz,"Mar 11, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/monday-aubade/,negative,-0.0801709,0.127962,0.078344,0.320524,0.038,0.494156,single red-mouthed bell; fuchsia blouse; pelvic bone; Lorca’s horn; conch shell; dim streets; hip opening; mysterious wings; pale cage; shoulder blades—; strange unicorn; alabaster mountain; blue-skirted thighs—lay; mesquite forest; secret path; yellow breath; New World; dark ribbons; swells; caravel; Dawns; Rimbaud; knob; city; ember; silhouette; closet; moonlight; cliff; shadows; line; spine; scarves; bow; eyes; arc; room; foam; night; delta; door; skins; gods; body—run; hands; smoke; ground; window—; torso—; road
Prayers or Oubliettes,Natalie Diaz,"Jan 5, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/prayers-or-oubliettes/,negative,-0.460778,0.085479,0.41866,0.444285,0.194,0.518387,year-long myth; loose daughter; mazel tov; body’s bones; violet towers; wine jugs; mockers; Fall; genitals; hips; heaps; breasts; goblets; Despair; wrinkle; rims; knees; abacus; Isis; mouth; heels; forks; chalk; tears; beds; tongue; ghosts; moths; teeth; owls; mothers; bowls; taste; stories; cage; plates; stars; table; sheets; wind; wings; past; grace; earth; muezzins; roots; desert; memory; women; soil
The Beauty of a Busted Fruit,Natalie Diaz,"Mar 2, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/the-beauty-of-a-busted-fruit/,negative,-0.229741,0.033932,0.174648,0.510705,0.002,0.360826,sad red-blue scab; slightest hint; red syrup; busted fruit; bright stain; new town; wounds; way; shins; knees; lamplight; elbows; scars; pomegranates; wound; watermelon; hurts; heal; lips; victim; legs; stranger; survivor; spiders; snakes; streets; children; brother; Great-Grandmother; yours—; skin; rock; man; head; people
Toward the Amaranth Gates of War or Love,Natalie Diaz,"Mar 30, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/toward-the-amaranth-gates-of-war-or-love/,negative,-0.447353,0.131325,0.201226,0.408773,0.198,0.491248,blue burning ozone; honey-skirted hive; silvery bells; blurred horizon—; open window; shadowy legs; single ache; television screen; cavalry trumpets—; amaranth gates; slick streets; debris-dazzled desert—; apple wedge; bright dress; bombs; mouth; pillage; city; war; hypothalamus; monsoon; epicenter; affliction; tolling; beggars; explosions; sofa; vinegar; reminder; toll; shells; desire; buzz; wet; bedroom; teeth; thing; carnival; heat; silence; streetlamp; wall; hand; palm; pool; light; houses; piece; molecules—; things
The Red Blues,Natalie Diaz,"Jan 29, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/the-red-blues/,negative,-0.35796,0.184292,0.56092,0.202823,0.099,0.422143,legs; Semana Santa parade; mad rouge birds; sugar-riddled amputated robe; corned beef hash; red race mestiza; magic cochineal pants; sacred red ribbon; personal San Sebastián; scarlet smallpox blanket; crimson garbage truck; hand-me-down adobe drum; bronze-tailed hawks; phoenix preening; new scab; maroon Volkswagens; white handkerchiefs; new scars; sharp-hot wings; commodity beets; terra-cotta crumbs; roja dolorosa; car wrecks; muddy creeks; cursive curses; gas tanker; police car; main road; fuchsia madness; guitarra acerezada; carmine threads; bullet hole; Grand Canyon; hemoglobin joke; ahway nyavay; Aha Haviily; stone fruit; swollen sunset; reed arrows; Mary’s heart; ahvay chuchqer; mahogany skins; Colorado River; dark hut; coral moon; bloody nose; dirty bed; strawberry field; punch line
The Angels of Film,A. Poulin Jr.,"May 2, 2017",http://poetry.lib.uidaho.edu/?p=1053,positive,0.10061,0.105697,0.131674,0.187954,0.274,0.524084,Eyes. Eyes; children; grandmothers; revolvers; gestures; vengeance; conscience; brides; sight; prisoners; faces; reproductions; souls; feed; shooting; bodies; sun; parties; birds; stars
Fine,Kim Addonizio,"Oct 5, 2016",http://poetry.lib.uidaho.edu/index.php/kim-addonizio/fine/,negative,-0.136623,0.072665,0.57817,0.506184,0.535,0.466,tuna casserole; Egg McMuffin; secretary slain; lymph nodes; baked chicken; teenaged daughter; breast cancer; heart attack; n’t touch; little boat; family; friend; potluck; booze; lungs; chest; luck; throat; lover; cigarettes; finger; parking; ones; bathroom; coffee; emergency; dinner; water; history; fiancé; bed; night; head; boats
A Childhood,Kim Addonizio,"Apr 11, 2017",http://poetry.lib.uidaho.edu/?p=1063,negative,-0.286949,0.531255,0.103252,0.149136,0.518,0.254099,guardian angel; mother; tennis whites; paper umbrellas; fairy tales; father; brother; drinks; sleep; way; bar; wall; house
What Do Women Want?,Kim Addonizio,"Sep 21, 2016",http://poetry.lib.uidaho.edu/index.php/kim-addonizio/what-do-women-want/,negative,-0.181176,0.09905,0.436264,0.580648,0.145,0.560094,red dress; worst fears; Guerra brothers; slick snouts; Mrs. Wong; hardware store; underneath; café; Thrifty; shoulders; donuts; dolly; hanger; keys; pigs; bones; pick; window; garment; street; truck; Mr.; woman; earth; world; skin; body
Things to Do In the Belly of the Whale,Dan Albergotti,"Sep 29, 2016",http://poetry.lib.uidaho.edu/index.php/dan-albergotti/things-to-do-in-the-belly-of-the-whale/,negative,-0.00850821,0.43247,0.463252,0.126629,0.540,0.47107,Practice smoke signals; dim glow; small fires; distant voices; blue sky; black depths; fishing boats; old friends; night sea; spout; Notch; sound; ribs; water; hulls; toes; echoes; Measure; moments; walls; choices; gears; evidence; calendar; beach; way; Review; Work; reports; self-loathing; life; light
Vestibule,Dan Albergotti,"Nov 29, 2016",http://poetry.lib.uidaho.edu/index.php/deborah-brown/vestibule/,positive,0.129015,0.112535,0.101063,0.190488,0.447,0.50683,stupid party game; fine idea; strangest place; trump card—; university chapel; quiet sermon; dusty wings; single moth; hymnal rhythm; heart beneath; truth; night; Cindy; sentiment; homily; divinity; souls; altar; hearts; heads; house; worship; skin; grace; cliché; exclamations; air; words
The Chiming of the Hour,Dan Albergotti,"Jan 17, 2017",http://poetry.lib.uidaho.edu/index.php/dan-albergotti/the-chiming-of-the-hour/,negative,-0.164513,0.100335,0.172772,0.474002,0.226,0.501266,muted morning light; bothersome neighbor child; cable news anchorman; windup clock; Lord hath; low tone; rapid ticking; window blinds; heavy December wind; old sedan; navy dress; gathering dust; husband; woman; drifts; doxology; mouths; vents; pew; parishioners; whisper; heels; bells; dream; earth; bed; winter; wheel; throng; dark; bulletin
For My Daughter on her Twenty-First Birthday,Ellen Bass,"Dec 14, 2016",http://poetry.lib.uidaho.edu/index.php/ellen-bass/for-my-daughter-on-her-twenty-first-birthday/,positive,0.0481825,0.123728,0.087576,0.623166,0.509,0.264252,dark bits; evening sky; love; crook; bouquet; pore; deadwood; burden; weaknesses; shoots; sins; arms; flesh; mules; fears; cork; eyes; passion; person; kind; lightning; course; mother; sea; spring; heart; enough.
God and the G-Spot,Ellen Bass,"Jan 5, 2017",http://poetry.lib.uidaho.edu/index.php/ellen-bass/god-and-the-g-spot/,negative,-0.185712,0.150179,0.415033,0.396482,0.271,0.547695,emsp; red executive lips; La Selva Beach; fat shining trout; East Coast Jew; tiny red glass; Carl Sagan; swollen feet; glib flow; galaxies speeding; indigo blue; tattoo artist; Hubble expansion; silver stud; G-spot; God; river; disbelief; Picasso; tourists; pair; fingers; wife; husband; Druyan; Belief; Prado—I; men; earth; myths; opinions; love; cabin; hearts
Worry,Ellen Bass,"Jan 30, 2017",http://poetry.lib.uidaho.edu/index.php/ellen-bass/worry/,negative,-0.416794,0.087402,0.168029,0.459199,0.176,0.505813,Amsterdam canals; distraught. Janet; blood clot; dark—my mother; parchment map; sick husband; forest undergrowth; Russia—my father; extra pounds; dry goods; corner store; plane crash; children’s clothes; grandmother; knapsack; shoulders; Hiding; world; son; childhood; stalactites; E.R.; going—; plant; infants; boots; table; doctor; conference; Paris; her—; cave; socks; food; skin; o’clock—winter; board; brain; home; window; women; brothers; bus; mind; border
Self-Portrait in Ink,Bruce Beasley,"Feb 21, 2017",http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/,negative,-0.414645,0.281735,0.256639,0.351771,0.065,0.212782,see-through water; sepia phantom; azure-black pigment; ink-sac spurts; self-illusive ink; little poem; octopus; dissipating; evasion; shreds; cloud; imago; escaped; scribble; nebulae; camouflage; shark; jet-blasts; coagulant; gnashes; pseudomorph; shark-strike; throbs
The Scale by Which the Mapped Concerns the Map,Bruce Beasley,"Jan 19, 2017",http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/,negative,-0.185768,0.109061,0.397032,0.153368,0.495,0.5224,legend; map; gray hyphen; imperceptible dis; smallest font; sumptuary object; scale-pan’s weight; nocturne’s diminishment; persistent direction—; key; scales; clot; underneath; inwardness; frets; Libra; star; sliver; icons; lines; capital; difference; arrangement; proportion.; flats; finger; measure; yard; diagnosis; quarter-inch; miles; notes; practice; mapface
Broken Dolls Day,Jeanne Marie Beaumont,"Nov 16, 2016",http://poetry.lib.uidaho.edu/index.php/jeanne-marie-beaumont/broken-dolls-day/,negative,-0.603621,0.16438,0.102646,0.189512,0.428,0.592885,ancient bald head; four-foot hunchbacked monk; emsp; smallest finger; careless world—forgive; burnt hair; broken ones; papier mâché; plastic palm; brother work; dog work; pudgy
Getting to Know You,Jeanne Marie Beaumont,"Apr 18, 2017",http://poetry.lib.uidaho.edu/?p=1129,negative,-0.112183,0.135265,0.114023,0.42994,0.465,0.262129,favorite flower; favorite bird; favorite song; little token; violet-blue crayon; graphic pleasure; comfortable shoes; humble democracy; best time; fairy tale; strange story; ride—a lesson; miniature iron; cup; copybook; tablecloth; merry-go-round; Mittens; Placemats; goldfish; Monopoly; Seashore; twins; mug; friend; gloves; hummingbird; seat; suit; letter; cats; litter; world; board; dinner; horse
If You Wish to Be Removed from This List,Jeanne Marie Beaumont,"Oct 17, 2016",http://poetry.lib.uidaho.edu/index.php/jeanne-marie-beaumont/if-you-wish-to-be-removed-from-this-list/,negative,-0.129805,0.12834,0.172221,0.550259,0.257,0.516002,Moby Dick; lumpy medicine; linen towel; public penance; sweetgum tree; unmarked bills; dry ingredients; trash bin; wet ingredients; generous tip; dark letters; dog lie; exact change; deny; list; elbows; spinach; hurdle; pee; diapers; possessions; allegiance; bleach; sack; heels; passport; mat; deck; hands; card; writing; return; cup; windows; names; milk; park; clock; piper; protection; blindfold; water; energy; ability; pain; door; times; river; edge
Data,Devin Becker,"Oct 4, 2016",http://poetry.lib.uidaho.edu/index.php/devin-becker/data/,positive,0.0601238,0.129536,0.390653,0.508968,0.272,0.502295,lead New York; emsp; incongruous desires; Iraqi woman; natural disaster; Times photo&mdash; white teeth; image files&mdash; open mouth; healthy dataset&mdash; spot; circumstance; inputs; outputs; sphere; Terrorism; tension; mold; Protestant; kind; molded&mdash; act; shock; base; screensaver; release; birthday; world; boy; perished&mdash; charge; occasion; bars; paintings; photos; etc.&mdash; scene; ages
Self-Portrait,Devin Becker,"Nov 8, 2016",http://poetry.lib.uidaho.edu/index.php/devin-becker/self-portrait/,negative,-0.0775144,0.470451,0.138878,0.069509,0.009,0.443582,small paintings; particular particulars; teenagers; small painting; smooths; painter; speck; squares; hands; bits; emsp; dirt; canvas; face; import; trees; portrait
Parking Lot,Devin Becker,"May 12, 2017",http://poetry.lib.uidaho.edu/?p=1147,negative,-0.000183076,0.132563,0.40999,0.143021,0.240,0.657471,emsp; character actor; security guy drives; personal level; restaurant dinners; scraggly whiskers; spot; dentist; charge; windshield; lull; meaning; relationship; office—not; thing; parking; protagonist; steals; phrase; office; rooms; revelation; cheeks; chairs; life; description; inches; reason
At the Musée  Rodin in Paris,Laure-Anne Bosselaar,"Feb 16, 2017",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/,negative,-0.165355,0.105502,0.196854,0.10114,0.341,0.445731,pedestal reads; marble hands; Le Secret; emsp; air; Rodin; secrecy; mold; shadow; window; label; ground
English Flavors,Laure-Anne Bosselaar,"Nov 7, 2016",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/english-flavors/,positive,0.0199862,0.08123,0.246725,0.031051,0.563,0.12836,good conduct points; Belgian nuns; ebony crucifix; sticky spikes; breaker flavors; new word; hot pepper; new tongue—; emsp; lick; English; licorice; saliva; contrition; ambiguities; daggers; syllables; dorm; aromas; almonds; Sundays; tastes; jaw; way; mouth; shape; pride; sticks—black; mass; ‘indolence; ‘damask; milk; honey; ‘lasciviousness; bend; child; acts; ‘Amuck; ‘knuckles
Fallen,Laure-Anne Bosselaar,"Oct 11, 2016",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/fallen/,negative,-0.185968,0.121545,0.127888,0.44988,0.431,0.49411,Minnesota catalogue company; red dahlia blooms; glass jar; shredded paper; plant-them-yourself dahlias; rumpled mess; truncated sentence; blossom twigs; Poetry Prize; white paper; emsp; cleavage; tubers; bundles; hinge; nurseries; Autumn; fragments; friend; root; doubt; manner; tone; manuscripts; manuscript; mail; strips; strip; privacy; writers; publishers; guidelines; lines; poem; specific; time; line; rhythm—and; wall
Fanny Linguistics: How to Say What You Mean,Nickole Brown,"Feb 7, 2017",http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/,negative,-0.366343,0.588905,0.467408,0.121204,0.120,0.519771,you—a car dealer; bout time; easy—I’m bout; cable box; metal bra; n’t discussing; new car; mirrored backsplash; fresh Pepsi; n’t worth; tumor-blocked bowels; Red Hot; eleventh grade; green onion; cotton-pickin shame; stringy hair; buck teeth; door—the cancer; pea-pickin heart; shag rugs; just-cleaned crystal; couch pillows; shit; ass; head; lamp; witch; house; piss; God; odometer; Tums; bloat; Shew; windex; VCR; granddaughter; whore; Caddy; chemo; chandelier; somebody; dent; Grandma; fingers; mango; whisper; phone; Hey
Fanny Linguistics: Superstition,Nickole Brown,"Oct 13, 2016",http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-superstition/,negative,-0.196542,0.083946,0.151762,0.272171,0.000,0.639038,living room curtains; Fanny’s house; youngest uncle; Great Scythe; dead—how Fanny; funeral casseroles; full-on omen; house—a sparrow; boy heart; bird let; black crow; tiny bones; owl shits; laundry room; leg; intent; baking; matter; mice; morning; wings; TV; ways; family; arm—; Funny; face; teeth—that; death; kids; pictures
"For My Grandmother's Feet, Swollen Again",Nickole Brown,"Jan 27, 2017",http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/,positive,0.109459,0.112638,0.108963,0.151061,0.323,0.5521,emsp; youngest daughter—my mother; long swan throat; feet; storebought boots; pretend ribbon; shoe shop; favorite story; imaginary slippers; new shoes; body fevers; little girl; pair; paddle feet; time; child; bed; edge; barefoot; sixth—; idea; toes; satin; Mama; lace; bow; string; memory—; mouth; times; half
Dancing at Your Wedding,Fleda Brown,"Oct 6, 2016",http://poetry.lib.uidaho.edu/index.php/fleda-brown/dancing-at-your-wedding/,positive,0.232404,0.091131,0.094695,0.002564,0.679,0.161809,old VCR tape; joy thrashing; calla lilies; sumo wrestlers; captive animals; new man; sweet smell; snowy island; white teeth; blue dress; human heart; uncles; aunts; filmy; dancing; groom; gardenia; Persephone; mess; Hades; generations; goodness; Rousseau; layers; microphone; rewind; chin; arm; reception; grief; candles; family; press; parents; smoke; faithlessness; pen; ex-stepfather; background; stem; eyes; bowl; bride-thing; time; speed; band
The Puffball,Fleda Brown,"Feb 22, 2017",http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/,positive,0.184332,0.272936,0.254707,0.337762,0.046,0.116479,Lee luckily hearing; dark road home; luminous moon—puffed; Uncle Richmond; deep woods; toxic wastes; careful joy; Petoskey home; heart attack; underground seas; Great Lakes; porch; hands; doorstep; sift; accolades; butter; sweat; argument; chest; legs; shelf; Orchard; forests; amazement; thing; presence; tale; meeting; miles; King; branch; rock
Venus de Milo,Fleda Brown,"Feb 9, 2017",http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/,negative,-0.110679,0.157044,0.134488,0.42361,0.240,0.508751,grandson Noah; white bruise; bleached marble; sculptor studies; final shaping; long corridor; free-fall—accident—the combination; enter beauty; balcony; moon; Milo; centuries; Venus; Jab; chisel; streaks; foothold; layers; afternoon; stairs; grain; color; arms; Paris; control; genes; escape; mirrors; Mystery; missing; picture; skill; details; way; rasps; rifflers
String Theories,Deborah Brown,"Apr 10, 2017",http://poetry.lib.uidaho.edu/?p=1228,positive,0.266162,0.107329,0.075464,0.401918,0.281,0.599428,emsp; Ludwig Boltzmann; Einstein’s problem; light travels; Mozart’s Requiem; invisible strings; new forces; dimensions; time; specks; belief; staves; scientists; stories; elegy; pulsate; theory; fragment; way; notes; shape; rise; space; gravity
A Family Story,Deborah Brown,"May 17, 2017",http://poetry.lib.uidaho.edu/?p=1230,negative,-0.143332,0.218927,0.233104,0.479072,0.003,0.257635,delicate nails; plump thumb; tail flicking; cabin wall; small way; mouse; body; beckoning; noises; tongue; argument; half; morning
Small Sorrows,Deborah Brown,"Jan 23, 2017",http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/,negative,-0.182063,0.132477,0.419686,0.522121,0.110,0.52727,Lebanese woman; stray dog; small sorrows; Nazi prison; hummingbird; date; breathes; rubble; feeder; enlistment; prisoner; Slovenia; battalion; rank; moon; hip; matter; window; corner; writing; TV; trudges; house; facts; touch; soldiers.; stone; cell; center; Begunje; death; address; parents
We Were Similar in That Way,Rick Bursky,"Dec 1, 2016",http://poetry.lib.uidaho.edu/index.php/rick-bursky/we-were-similar-in-that-way/,negative,-0.292072,0.124309,0.128749,0.192341,0.439,0.529442,snow globe; swirling snow; hands; windy; thing; door; storm; windowpanes; floor; time
All the Boredoms in the World,Rick Bursky,"Mar 17, 2017",http://poetry.lib.uidaho.edu/?p=1236,negative,-0.0826939,0.120777,0.579824,0.08566,0.449,0.431504,boredom; badly lit; young girls; warm afternoon; old nun; staggering scene; burning flesh; past people; roof; sleep; basement; smell; pillows; happen; sides; mother; postcards; flame; boy; arms; door; garden; photograph; times; miles; night; hand; things; man; surface; piece
